main_author_orcid,openalex_id,title,publication_year,publication_date,doi,type,cited_by_count,journal,topics,co_authors,co_author_orcids,num_co_authors,abstract,keywords
0000-0002-2950-0864,W4380027837,Incomplete Information Systems and Kleene 3-Valued Logic,1997.0,1997-01-01,https://doi.org/10.1163/9789004457560_010,book-chapter,1,,"Advanced Algebra and Logic; Rough Sets and Fuzzy Logic; Logic, Reasoning, and Knowledge",,,0,"We apply Kleene 3-valued logic to define and study some notions connected with incomplete information systems, especially the notions of an approximation space, a definable set and a strictly definable set.",Set (abstract data type); Kleene's recursion theorem; Computer science; Mathematics; Discrete mathematics; Theoretical computer science; Programming language
0000-0002-2950-0864,W2106699061,STRONG GENERATIVE CAPACITY OF CLASSICAL CATEGORIAL GRAMMARS,2005.0,2005-01-01,,article,0,,"semigroups and automata theory; Natural Language Processing Techniques; Logic, programming, and type systems",,,0,"Classical categorial grammars (CCG’s) are the grammars introduced by Ajdukiewicz [1] (under the influence of Leśniewski’s theory of semantical categories) and formalized by Bar-Hillel [2], Bar-Hillel et al. [3]. In [3] there is proved the weak equivalence of CCG’s and context-free grammars (CFG’s) [6]. In this note we characterize the strong generative capacity of finite and rigid CCG’s, i.e. their capacity of structure generation. These results are more completely discussed in [4], [5]. Let V denote a countable set whose members will be referred to as atoms. The set FS(V), of functorial structures (F-structures) over V, is defined as follows; (1) V ⊆ FS(V), (2) if A1,..., An ∈ FS(V) (n ≥ 2) then (A1... An)i ∈ FS(V), for all 1 ≤ i ≤ n. Given an F-structure (A1,... An)Ai is called the functor, and each Aj, j 6 = i, an argument of this F-structure. The notion of a substructure",Rule-based machine translation; Categorial grammar; Equivalence (formal languages); Indexed grammar; Combinatory categorial grammar; Generative grammar; Phrase structure grammar; Embedded pushdown automaton; Mathematics; Tree-adjoining grammar; Context-sensitive grammar; Context (archaeology); Context-free grammar; Natural language processing; Computer science; Artificial intelligence; Linguistics; Discrete mathematics; Mildly context-sensitive grammar formalism; Philosophy; Phrase structure rules; Geography
0000-0002-2950-0864,W2347184389,GENERA TIVE POWER OF CA TEGORIAL GRAMMARS,1988.0,1988-01-01,,article,0,,Advanced Algebra and Logic; Natural Language Processing Techniques; semigroups and automata theory,,,0,"This paper surveys the author's results in strong and weak generative capacity of various kinds of categorial grammars. The growing interest of linguists, computer scientists, and linguistically-rninded logicians in the domain of categorial grammar calls for a new, more advanced and profound elaboration of its internal mathematics, in which the problems to be discussed here have traditionally been recognized to play a quite fundamental role. Let us begin with some general remarks. Categorial grammars, literally introduced by Bar-Hillel et al. (1960), as a merely slight modification of a parsing algorithm going back to Ajdukiewicz (1935), and further to Frege, Husserl, and Lesniewski, represent the form of grammar that adheres the closest to the very primitives of logical semiotics - functor-argument connection, categorization by types, compositional semantics. (Symptomatically, Hiz, 1967, dubbed the thesis of universality of categorial grammar for the language of mathe­ matics grammar logicism.) From the standpoint of formal linguistics, categorial grammars constitute a refinement of Chomsky's phrase struc­ ture grammars, since - in opposition to the latter - the former assign an internal structure to category symbols (nonterminals). Consequently categorial grammars fall, essentially, into the genus of so-called meta­ morphosis grammar (Colmerauer, 1978). Since the internal category structures involved are provided with a universal interpretation (that is, an interpretation independent of any particular language und er consideration), categorial grammars behave more like the formal systems of symbolic logic (e.g. propositional calculi) than the 'one-dimensional' rewriting systems widespread in mathematical linguistics. As a result, besides purely combinatorial techniques, characteristic of the latter discipline, categorial grammar theory also requires a large piece of genuine logical methodology. As striking evidence, let us mention such enterprises as the algebraic semantics for the type calculi of Lambek (1958, 1961) developed by",Categorial grammar; Combinatory categorial grammar; Phrase structure grammar; Tree-adjoining grammar; Indexed grammar; Generative grammar; Linguistics; Computer science; Context-sensitive grammar; Mildly context-sensitive grammar formalism; Mathematics; Phrase structure rules; Rule-based machine translation; Programming language; Artificial intelligence; Natural language processing; Context-free grammar; Philosophy
0000-0002-8578-8997,W2962943212,Formal description of plant morphogenesis,2019.0,2019-05-22,https://doi.org/10.1093/jxb/erz210,review,28,Journal of Experimental Botany,Greenhouse Technology and Climate Control; Slime Mold and Myxomycetes Research; Plant Molecular Biology Research,Wojtek Pałubicki; Agata Burian,0000-0002-2374-346X; 0000-0002-8912-483X,2,"Plant morphogenesis may be characterized by complex feedback mechanisms between signals specifying growth and by the growth of the plant body itself. Comprehension of such feedback mechanisms is an ongoing research task and can be aided with formal descriptions of morphogenesis. In this review, we present a number of established mathematical paradigms that are useful to the formal representation of plant shape, and of biomechanical and biochemical signaling. Specifically, we discuss work from a range of research areas including plant biology, material sciences, fluid dynamics, and computer graphics. Treating plants as organized systems of information processing allows us to compare these different mathematical methods in terms of their expressive power of biological hypotheses. This is an attempt to bring together a large number of computational modeling concepts and make them accessible to the analytical as well as empirical student of plant morphogenesis.",Morphogenesis; Computer science; Representation (politics); Graphics; Formal language; Plant growth; Formal description; Comprehension; Cognitive science; Biology; Programming language; Botany
0000-0002-8578-8997,W4400819714,Scintilla: Simulating Combustible Vegetation for Wildfires,2024.0,2024-07-19,https://doi.org/10.1145/3658192,article,13,ACM Transactions on Graphics,Fire effects on ecosystems; Computer Graphics and Visualization Techniques; Remote Sensing and LiDAR Applications,Helge Wrede; Daniel Gonzalez Esparza; Miłosz Makowski; Daoming Liu; Dominik L. Michels; Sören Pirk; Wojtek Pałubicki,0000-0001-6874-2009; 0009-0005-9059-5574; 0000-0001-7001-5118; 0000-0002-2091-7081; 0000-0002-1621-325X; 0000-0003-1937-9797; 0000-0002-2374-346X,7,"Wildfires are a complex physical phenomenon that involves the combustion of a variety of flammable materials ranging from fallen leaves and dried twigs to decomposing organic material and living flora. All these materials can potentially act as fuel with different properties that determine the progress and severity of a wildfire. In this paper, we propose a novel approach for simulating the dynamic interaction between the varying components of a wildfire, including processes of convection, combustion and heat transfer between vegetation, soil and atmosphere. We propose a novel representation of vegetation that includes detailed branch geometry, fuel moisture, and distribution of grass, fine fuel, and duff. Furthermore, we model the ignition, generation, and transport of fire by firebrands and embers. This allows simulating and rendering virtual 3D wildfires that realistically capture key aspects of the process, such as progressions from ground to crown fires, the impact of embers carried by wind, and the effects of fire barriers and other human intervention methods. We evaluate our approach through numerous experiments and based on comparisons to real-world wildfire data.",Vegetation (pathology); Combustibility; Environmental science; Computer science; Geology; Chemistry
0000-0002-8578-8997,W4388911944,Tree architecture: A strigolactone-deficient mutant reveals a connection between branching order and auxin gradient along the tree stem,2023.0,2023-11-22,https://doi.org/10.1073/pnas.2308587120,article,9,Proceedings of the National Academy of Sciences,Plant Parasitism and Resistance; Plant and animal studies; Plant Molecular Biology Research,Chang Su; Xiaonan Xie; Aleš Pěnčík; Youjun Zhang; Pasi Raumonen; Xueping Shi; Sampo Muranen; Melis Kücükoglu; Juha Immanen; Omid Safronov; Juan Alonso‐Serra; Gugan Eswaran; Mirko Pavicic; Karin Ljung; Sally Ward; Ari Pekka Mähönen; Kristiina Himanen; Jarkko Salojärvi; Alisdair R. Fernie; Ondřej Novák; Ottoline Leyser; Wojtek Pałubicki; Ykä Helariutta; Kaisa Nieminen,0000-0001-6600-2947; 0000-0002-6947-7240; 0000-0002-1314-2249; 0000-0003-1052-0256; 0000-0001-5471-0970; 0000-0002-4473-2620; 0000-0001-9242-9995; 0000-0002-2655-7398; 0000-0003-1098-4843; 0000-0003-2044-3258; 0000-0002-2810-4691; 0000-0002-3439-3696; 0000-0002-2908-3183; 0000-0003-2901-189X; 0000-0002-5520-1331; 0000-0001-6051-866X; 0000-0003-4975-9467; 0000-0002-4096-6278; 0000-0001-9000-335X; 0000-0003-3452-0154; 0000-0003-2161-3829; 0000-0002-2374-346X; 0000-0002-7287-8459; 0000-0001-7004-9422,24,"Due to their long lifespan, trees and bushes develop higher order of branches in a perennial manner. In contrast to a tall tree, with a clearly defined main stem and branching order, a bush is shorter and has a less apparent main stem and branching pattern. To address the developmental basis of these two forms, we studied several naturally occurring architectural variants in silver birch (<i>Betula pendula</i>). Using a candidate gene approach, we identified a bushy <i>kanttarelli</i> variant with a loss-of-function mutation in the <i>BpMAX1</i> gene required for strigolactone (SL) biosynthesis. While <i>kanttarelli</i> is shorter than the wild type (WT), it has the same number of primary branches, whereas the number of secondary branches is increased, contributing to its bush-like phenotype. To confirm that the identified mutation was responsible for the phenotype, we phenocopied <i>kanttarelli</i> in transgenic <i>BpMAX1::RNAi</i> birch lines. SL profiling confirmed that both <i>kanttarelli</i> and the transgenic lines produced very limited amounts of SL. Interestingly, the auxin (IAA) distribution along the main stem differed between WT and <i>BpMAX1::RNAi</i>. In the WT, the auxin concentration formed a gradient, being higher in the uppermost internodes and decreasing toward the basal part of the stem, whereas in the transgenic line, this gradient was not observed. Through modeling, we showed that the different IAA distribution patterns may result from the difference in the number of higher-order branches and plant height. Future studies will determine whether the IAA gradient itself regulates aspects of plant architecture.",Biology; Auxin; Plant stem; Mutant; Phenotype; Polar auxin transport; Botany; Wild type; Perennial plant; Gene; Cell biology; Arabidopsis; Genetics
0000-0002-8578-8997,W4416202628,Self-organization of vascular strands drives their patterning in the Arabidopsis shoot apex,2025.0,2025-11-11,https://doi.org/10.1016/j.devcel.2025.10.012,article,0,Developmental Cell,Plant Molecular Biology Research; Tree Root and Stability Studies; Plant and Biological Electrophysiology Studies,Agata Burian; Magdalena Raczyńska-Szajgin; Pavel Solanský; Marja C.P. Timmermans; Wojtek Pałubicki,0000-0002-8912-483X; 0000-0002-0372-013X; 0000-0002-1608-8655; 0000-0003-1931-9209; 0000-0002-2374-346X,5,"In plants, the development of the shoot vascular system is closely coordinated with lateral organ formation at the shoot apical meristem. Despite extensive studies on leaf initiation and vascular patterning, it remains unclear how vascular development relates to organogenesis. Current hypotheses emphasize PIN1-mediated polar auxin transport from the meristem surface in initiating and integrating new vascular strands into the existing vasculature. Using high-resolution 3D imaging of auxin reporters and genetic analysis, we show that vascular strands form within the vascular cylinder independently of surface-derived auxin, yet their organization reflects the phyllotactic pattern of leaf primordia. To resolve this paradox, we developed a computational model based on repulsive interactions between strands, which reproduces the dynamic spatial arrangement of strands observed in planta. Our findings reveal a biphasic development of the shoot vascular system, governed by self-organizing principles that determine its patterning.",Meristem; Vascular tissue; Auxin; Arabidopsis; Shoot; Vascular bundle; Phyllotaxis; Polar auxin transport
0000-0001-5712-8513,W2963762775,Nonexistence of smooth effective one fixed point actions of finite Oliver groups on low-dimensional spheres,2018.0,2018-01-01,https://doi.org/10.4064/ba8150-9-2018,article,4,Bulletin of the Polish Academy of Sciences Mathematics,Geometric and Algebraic Topology; Advanced Operator Algebra Research; Homotopy and Cohomology in Algebraic Topology,,,0,"According to Laitinen and Morimoto (1998), a finite group $G$ has a smooth effective one fixed point action on some sphere if and only if $G$ is an Oliver group. For some finite Oliver groups $G$ of order up to $216$, and for $G=A_5\times C_p$, where $p=3",Fixed point; SPHERES; Mathematics; Group (periodic table); Action (physics); Finite group; Point (geometry); Order (exchange); Combinatorics; Pure mathematics; Mathematical analysis; Physics; Geometry; Quantum mechanics
0000-0001-5712-8513,W2969866582,"Real irreducible representations of SL(2,q) and their fixed point dimensions for cyclic subgroups",2019.0,2019-08-23,https://doi.org/10.48550/arxiv.1908.08848,preprint,1,arXiv (Cornell University),Finite Group Theory Research; Advanced Topics in Algebra; Advanced Algebra and Geometry,,,0,"We compute the characters of real irreducible representations of SL(2,q), the special linear group on q letters, for an odd prime $q$. Moreover, we give the dimensions of these irreducible representations under the actions of cyclic subgroups of SL(2,q).",Fixed point; Mathematics; Point (geometry); Irreducible representation; Combinatorics; Pure mathematics; Mathematical analysis; Geometry
0000-0001-5712-8513,W2890920933,Nonexistence of Smooth Effective One Fixed Point Actions of Finite Oliver Groups on Low-dimensional Spheres,2018.0,2018-05-01,https://doi.org/10.48550/arxiv.1805.00447,preprint,0,arXiv (Cornell University),Geometric and Algebraic Topology; Finite Group Theory Research; Soft tissue tumor case studies,,,0,"According to the work of Laitinen, Morimoto, Oliver and Pawałowski, a finite group $G$ has a smooth effective one fixed point action on some sphere if and only if $G$ is an Oliver group. For some finite Oliver groups $G$ of order up to $216$, and for $G=A_5\times C_n$ for $n=3,5,7$, we present a strategy of excluding of smooth effective one fixed point $G$-actions on low-dimensional spheres.",SPHERES; Fixed point; Action (physics); Group (periodic table); Mathematics; Point (geometry); Finite group; Order (exchange); Effective action; Pure mathematics; Combinatorics; Mathematical analysis; Physics; Geometry; Mathematical physics; Quantum mechanics
0000-0001-5712-8513,W3006518707,Inducing of exotic smooth two fixed point actions on spheres,2020.0,2020-02-11,https://doi.org/10.48550/arxiv.2002.04735,preprint,0,arXiv (Cornell University),Homotopy and Cohomology in Algebraic Topology; Geometric and Algebraic Topology; Advanced Operator Algebra Research,,,0,"This paper is concerned with the Smith question which reads as follows. Is it true that for a finite group acting smoothly on a sphere with exactly two fixed points, the tangent spaces at the fixed points have always isomorphic group module structures defined by differentiation of the action? We show that one can answer this question negatively by using the technique of induction of group representations. We apply our results to indicate new dimensions of spheres admitting actions of specific Oliver groups, which give the negative answer to the Smith question. In particular, for the first time, we indicate some solvable non-nilpotent Oliver groups which yield negative answers to the Smith question.",Fixed point; Nilpotent; Mathematics; Group (periodic table); SPHERES; Action (physics); Pure mathematics; Tangent; Point (geometry); Group action; Combinatorics; Mathematical analysis; Geometry; Physics
0000-0001-5712-8513,W3168541452,"Exclusions of smooth actions on spheres of the non-split extension of $C_2$ by $SL(2,5)$",2021.0,2021-05-29,https://doi.org/10.48550/arxiv.2105.14365,preprint,0,Osaka City University (Osaka City University),Geometric and Algebraic Topology; Finite Group Theory Research; Advanced Operator Algebra Research,,,0,"There are four groups $G$ fitting into a short exact sequence $ 1\rightarrow SL(2,5)\rightarrow G\rightarrow C_2\rightarrow 1, $ where $SL(2,5)$ is the special linear group of $(2\times 2)$-matrices with entries in the field of five elements. Except for the direct product of $SL(2,5)$ and $C_2$, there are two other semidirect products of these two groups and just one non-semidirect product $SL(2,5).C_2$, considered in this paper. It is known that each finite nonsolvable group can act on spheres with arbitrary positive number of fixed points. Clearly, $SL(2,5).C_2$ is a nonsolvable group. Moreover, it turns out that $SL(2,5).C_2$ possesses a free representation and as such, can potentially act pseudofreely with nonempty fixed point set on manifolds of arbitrarily large dimension. We prove that $SL(2,5).C_2$ cannot act effectively with odd number of fixed points on low-dimensional spheres. In the special case of effective one fixed point actions, we are able to exclude a wider class of spheres. Moreover, we prove that specific pseudofree one fixed point actions of $SL(2,5).C_2$ on spheres do not exist.",Semidirect product; Fixed point; Mathematics; Combinatorics; SPHERES; Group (periodic table); Product (mathematics); Dimension (graph theory); Extension (predicate logic); Sequence (biology); Pure mathematics; Mathematical analysis; Physics; Geometry; Computer science
0000-0001-5712-8513,W4284879608,Spectral gap for the cohomological Laplacian of $\operatorname{SL}_3(\mathbb{Z})$,2022.0,2022-07-06,https://doi.org/10.48550/arxiv.2207.02783,preprint,0,arXiv (Cornell University),Advanced Algebra and Geometry; Algebraic structures and combinatorial models; Homotopy and Cohomology in Algebraic Topology,Marek Kaluba; Piotr W. Nowak,0000-0002-8777-8223; 0000-0002-6519-004X,2,We show that the cohomological Laplacian in degree 1 in the group cohomology of $\operatorname{SL}_3(\mathbb{Z})$ is a sum of hermitian squares in the algebra $\mathbb{M}_n(\mathbb{R}G)$. We provide an estimate of the spectral gap for this Laplacian for every unitary representation.,Mathematics; Unitary state; Cohomology; Unitary representation; Laplace operator; Hermitian matrix; Degree (music); Combinatorics; Pure mathematics; Group (periodic table); Physics; Mathematical analysis; Lie group; Quantum mechanics
0000-0001-5712-8513,W4317552974,On order units in the augmentation ideal,2023.0,2023-01-18,https://doi.org/10.48550/arxiv.2301.07590,preprint,0,arXiv (Cornell University),"Advanced Topics in Algebra; Commutative Algebra and Its Applications; Rings, Modules, and Algebras",Piotr W. Nowak,0000-0002-6519-004X,1,"We study order units in the real group ring and the augmentation ideal, as well as in matrix algebras. We identify an infinite family of order units in the powers of the augmentation ideal, that includes the Laplacian, and show that these order units are naturally obtained via cohomological operations from more simpler diagonal order units in matrix algebras.",Ideal (ethics); Order (exchange); Diagonal; Mathematics; Matrix (chemical analysis); Diagonal matrix; Pure mathematics; Laplacian matrix; Algebra over a field; Laplace operator; Political science; Business; Mathematical analysis; Law; Geometry
0000-0001-5712-8513,W4388716536,On order units in the augmentation ideal,2023.0,2023-11-15,https://doi.org/10.1090/proc/16699,article,0,Proceedings of the American Mathematical Society,"Commutative Algebra and Its Applications; Rings, Modules, and Algebras; Polynomial and algebraic computation",Piotr W. Nowak,0000-0002-6519-004X,1,"We study order units in the real group ring and the augmentation ideal, as well as in matrix algebras. We identify an infinite family of order units in the powers of the augmentation ideal, that includes the Laplacian, and show that these order units are naturally obtained via cohomological operations from natural diagonal order units in matrix algebras.",Ideal (ethics); Order (exchange); Mathematics; Computer science; Philosophy; Business; Epistemology
