main_author_orcid,openalex_id,title,publication_year,publication_date,doi,type,cited_by_count,journal,topics,co_authors,co_author_orcids,num_co_authors,abstract,keywords
0000-0002-9969-5257,W1469104212,Evaluation of beer freshness using NIR spectroscopy,2011,2011-01-01,,article,0,Polish Journal of Food and Nutrition Sciences,Spectroscopy and Chemometric Analyses; Advanced Chemical Sensor Technologies; Spectroscopy Techniques in Biomedical and Chemical Research,Marek Sikorski; Ewa Sikorska,0000-0002-9527-7322; 0000-0002-0425-5807,2,,Food science; Chemistry; Spectroscopy; Environmental science; Physics
0000-0002-9969-5257,W2003647899,Results of computer‐aided ultrasound prognosis of full fetal maturity,2000,2000-01-01,https://doi.org/10.1016/s0020-7292(00)82037-8,article,0,International Journal of Gynecology & Obstetrics,Congenital Diaphragmatic Hernia Studies; Congenital Anomalies and Fetal Surgery,,,0,,Citation; Medicine; Library science; Computer science
0000-0002-9969-5257,W2008680112,A learning algorithm combining functional discriminant coordinates and functional principal components,2014,2014-01-01,https://doi.org/10.7151/dmps1163,article,0,Discussiones Mathematicae Probability and Statistics,Face and Expression Recognition; Spectroscopy and Chemometric Analyses; Image Retrieval and Classification Techniques,Mirosław Krzyśko,0000-0001-8075-4432,1,,Linear discriminant analysis; Mathematics; Principal component analysis; Discriminant; Functional principal component analysis; Algorithm; Principal (computer security); Pattern recognition (psychology); Artificial intelligence; Statistics; Computer science
0000-0002-9969-5257,W2273233781,"Report on survey sampling and small area statistics sessions during the Congress of Polish Statistics in Poznań, 18–20 April 2012",2012,2012-01-01,,article,0,Statistics in Transition New Series,Agricultural economics and policies; Social Issues in Poland; Labour Market and Migration,Janusz Wywiał,0000-0002-3392-1688,1,,Statistics; Sampling (signal processing); Summary statistics; Geography; Mathematics; Computer science; Telecommunications
0000-0002-9969-5257,W2411923389,[A case of primary breast lymphosarcoma in a 76-year old woman].,1993,1993-10-19,,article,0,PubMed,Lymphoma Diagnosis and Treatment; Cancer and Skin Lesions; Breast Lesions and Carcinomas,,,0,,Medicine; Primary (astronomy); Right breast; Oncology; Internal medicine; Breast cancer; Cancer
0000-0002-9969-5257,W3096679810,Dynamic Boundary Time Warping for sub-sequence matching with few examples,2020,2020-11-20,https://doi.org/10.1016/j.eswa.2020.114344,preprint,0,Expert Systems with Applications,Time Series Analysis and Forecasting; Natural Language Processing Techniques; Advanced Text Analysis Techniques,Filip Graliński,0000-0001-8066-4533,1,,Dynamic time warping; Computer science; Sequence (biology); Matching (statistics); Set (abstract data type); Image warping; Shot (pellet); Boundary (topology); Field (mathematics); Algorithm; Fragment (logic); Artificial intelligence; Pattern recognition (psychology); Mathematics
0000-0002-9969-5257,W3184211738,Methods of spatial-economic research in dynamic approach and their application in regional studies. Visualisation of Phenomena,2005,2005-01-01,,article,0,Kwartalnik naukowy. Studia Regionalne i Lokalne,Regional Development and Policy,Ewa Łaźniewska,0000-0002-2784-2190,1,,Visualization; Regional science; Data science; Computer science; Economic geography; Management science; Economics; Geography; Data mining
0000-0002-9969-5257,W3194225182,Codziennie zdajesz egzamin z medycyny,2017,2017-01-01,,article,0,Homo Politicus (Academy of Humanities and Economics in Lodz),Nutrition and Health Studies,,,0,,Computer science
0000-0002-9969-5257,W4408111398,Advanced Vision Techniques in Soccer Match Analysis: From Detection to Classification,2025,2025-01-01,https://doi.org/10.5220/0013377100003912,article,0,,Sports Analytics and Performance,Jan A. Nowak; Bartłomiej Grzelak; Tomasz Piłka; Krzysztof Dyczkowski,0009-0001-9764-4798; 0000-0002-6132-651X; 0000-0003-1206-2076; 0000-0002-2897-3176,4,,Computer science; Artificial intelligence; Computer vision; Pattern recognition (psychology)
0000-0002-9969-5257,W796667323,Identyfikacja i analiza procesów koncentracji i specjalizacji oraz polaryzacji rozwoju społeczno-gospodarczego w układzie regionalnym Polski w latach 1999-2005 w przekroju jednostek NUTS-2 ze szczególnym uwzględnieniem pogranicza zachodniego Polski,2008,2008-01-01,,article,0,,Polish socio-economic development; Regional Development and Policy; Agricultural economics and policies,Ewa Łaźniewska,0000-0002-2784-2190,1,,Political science; Geography
0000-0002-9969-5257,W804163338,Procesy konwergencji i dywergencji - prezentacja wybranych modeli wykorzystywanych w analizach regionalnych,2006,2006-01-01,,article,0,Prace Naukowe Akademii Ekonomicznej we Wrocławiu,Polish socio-economic development; Regional Economic and Spatial Analysis; Sustainable Development and Environmental Management,Ewa Łaźniewska,0000-0002-2784-2190,1,,Business
0000-0002-9969-5257,W955836313,Characterization of flavour profile of blue honeysuckle berries,2011,2011-01-01,,article,0,Polish Journal of Food and Nutrition Sciences,Berry genetics and cultivation research,Tomasz Chmiel; Tomasz Dymerski; Paulina Biernacka; Waldemar Wardencki; Agnieszka Bartoszek,0000-0002-8987-7946; 0000-0003-4659-859X; 0000-0001-5274-3154; 0000-0002-2024-8711; 0000-0002-6096-5838,5,,Honeysuckle; Flavour; Plant science; Botany; Biology; Chemistry; Food science; Medicine
0000-0002-1648-6987,W1647475524,Time-Dependent Scheduling,2008,2008-01-01,https://doi.org/10.1007/978-3-540-69446-5,book,343,Monographs in theoretical computer science,Scheduling and Optimization Algorithms,,,0,,Computer science
0000-0002-1648-6987,W4236796530,Multiagent Scheduling,2014,2014-01-01,https://doi.org/10.1007/978-3-642-41880-8,book,176,,Scheduling and Optimization Algorithms,Alessandro Agnetis; Dario Pacciarelli; Ameur Soukhal,0000-0001-5803-0438; 0000-0002-0020-1940; 0000-0002-4668-823X,3,,Computer science; Scheduling (production processes); Dynamic priority scheduling; Two-level scheduling; Fair-share scheduling; Distributed computing; Mathematical optimization; Mathematics; Computer network
0000-0002-1648-6987,W2463480808,Multiagent Scheduling: Models and Algorithms,2014,2014-01-31,https://doi.org/10.1007/978-3-642-41880-8,book,140,,Scheduling and Optimization Algorithms; Optimization and Search Problems; Distributed and Parallel Computing Systems,Alessandro Agnetis; Dario Pacciarelli; Ameur Soukhal,0000-0001-5803-0438; 0000-0002-0020-1940; 0000-0002-4668-823X,3,,Heuristics; Computer science; Scheduling (production processes); Dynamic priority scheduling; Mathematical optimization; Rate-monotonic scheduling; Fair-share scheduling; Job shop scheduling; Algorithm; Distributed computing; Mathematics
0000-0002-1648-6987,W2081908687,A note on scheduling on a single processor with speed dependent on a number of executed jobs,1996,1996-03-01,https://doi.org/10.1016/0020-0190(96)00021-x,article,98,Information Processing Letters,Scheduling and Optimization Algorithms; Advanced Manufacturing and Logistics Optimization; Optimization and Packing Problems,,,0,,Computer science; Parallel computing; Job shop scheduling; Scheduling (production processes); Schedule; Processor scheduling; Time complexity; Mathematical optimization; Algorithm; Mathematics; Operating system
0000-0002-1648-6987,W3034470636,Models and Algorithms of Time-Dependent Scheduling,2020,2020-01-01,https://doi.org/10.1007/978-3-662-59362-2,book,97,Monographs in theoretical computer science,Distributed and Parallel Computing Systems; Scheduling and Optimization Algorithms,,,0,,Computer science; Heuristics; Scheduling (production processes); Dynamic priority scheduling; Fair-share scheduling; Rate-monotonic scheduling; Two-level scheduling; Mathematical optimization; Distributed computing; Algorithm; Mathematics; Schedule
0000-0002-1648-6987,W2084399987,Equivalent time-dependent scheduling problems,2008,2008-05-17,https://doi.org/10.1016/j.ejor.2008.04.040,article,56,European Journal of Operational Research,Scheduling and Optimization Algorithms; Optimization and Search Problems; Optimization and Packing Problems,Wiesław Kurc,0000-0002-3224-120X,1,,Computer science; Mathematical optimization; Job shop scheduling; Scheduling (production processes); Dynamic priority scheduling; Mathematical proof; Rate-monotonic scheduling; Fair-share scheduling; Multiprocessor scheduling; Two-level scheduling; Schedule; Transformation (genetics); Mathematics
0000-0002-1648-6987,W2118506190,Analysis of a time-dependent scheduling problem by signatures of deterioration rate sequences,2006,2006-03-25,https://doi.org/10.1016/j.dam.2005.04.016,article,50,Discrete Applied Mathematics,Scheduling and Optimization Algorithms; Optimization and Search Problems; Advanced Manufacturing and Logistics Optimization,Wiesław Kurc,0000-0002-3224-120X,1,,Mathematics; Scheduling (production processes); Combinatorics; Algorithm; Mathematical optimization
0000-0002-1648-6987,W3094624794,Editorial: Dynamic Scheduling Problems,2020,2020-10-24,https://doi.org/10.1007/s10951-020-00673-4,editorial,1,Journal of Scheduling,Scheduling and Optimization Algorithms,Alessandro Agnetis; Bertrand M.T. Lin; Gur Mosheiov,0000-0001-5803-0438; 0000-0003-0456-296X; 0000-0002-9052-9375,3,,Computer science; Supply chain management; Operations research; Scheduling (production processes); Dynamic priority scheduling; Mathematical optimization; Supply chain; Business; Computer network; Mathematics
0000-0002-1648-6987,W144969585,Basics of time-dependent scheduling,2008,2008-09-25,https://doi.org/10.1007/978-3-540-69446-5_5,book-chapter,111,Monographs in theoretical computer science,Scheduling and Optimization Algorithms,,,0,,Computer science; Scheduling (production processes); Mathematical optimization; Mathematics
0000-0002-1648-6987,W2010079217,Scheduling deteriorating jobs subject to job or machine availability constraints,2006,2006-06-14,https://doi.org/10.1016/j.ejor.2006.04.021,article,80,European Journal of Operational Research,Scheduling and Optimization Algorithms; Optimization and Search Problems; Optimization and Packing Problems,,,0,,Computer science; Scheduling (production processes); Single-machine scheduling; Job shop scheduling; Schedule; Mathematical optimization; Operations research; Mathematics
0000-0002-1648-6987,W2089906373,Exact and heuristic algorithms for parallel-machine scheduling with DeJong’s learning effect,2010,2010-04-26,https://doi.org/10.1016/j.cie.2010.04.008,article,62,Computers & Industrial Engineering,Scheduling and Optimization Algorithms; Optimization and Search Problems; Assembly Line Balancing Optimization,,,0,,Job shop scheduling; Computer science; Learning effect; Scheduling (production processes); Mathematical optimization; Algorithm; Greedy algorithm; Branch and bound; Mathematics; Schedule
0000-0002-1648-6987,W2058023296,Complexity and approximability of scheduling resumable proportionally deteriorating jobs,2008,2008-12-25,https://doi.org/10.1016/j.ejor.2008.12.014,article,61,European Journal of Operational Research,Scheduling and Optimization Algorithms; Optimization and Search Problems; Optimization and Packing Problems,Alexander Kononov,0000-0001-6144-0251,1,,Time complexity; Polynomial-time approximation scheme; Scheduling (production processes); Single-machine scheduling; Constant (computer programming); Computer science; Schedule; Mathematical optimization; Approximation algorithm; Set (abstract data type); Mathematics; NP-complete; Job shop scheduling; Computational complexity theory; Combinatorics; Algorithm
0000-0002-1648-6987,W2071839775,Scheduling time-dependent jobs under mixed deterioration,2010,2010-01-26,https://doi.org/10.1016/j.amc.2010.01.037,article,25,Applied Mathematics and Computation,Scheduling and Optimization Algorithms; Optimization and Search Problems; Optimization and Packing Problems,Bertrand M.T. Lin,0000-0003-0456-296X,1,,Scheduling (production processes); Computer science; Mathematics; Mathematical optimization
0000-0002-1648-6987,W1975766702,"Scheduling jobs with mixed processing times, arbitrary precedence constraints and maximum cost criterion",2012,2012-11-05,https://doi.org/10.1016/j.cie.2012.10.010,article,22,Computers & Industrial Engineering,Scheduling and Optimization Algorithms; Optimization and Search Problems; Assembly Line Balancing Optimization,Marek Dębczyński,0000-0001-5398-4566,1,,Single-machine scheduling; Scheduling (production processes); Mathematical optimization; Computer science; Job shop scheduling; Variable (mathematics); Mathematics; Schedule
